iter	Passed	Remaining
3236	542846	16227190
3237	543055	16228256
3238	543224	16228133
3239	543466	16230176
3240	543650	16230509
3241	543815	16230262
3242	543971	16229745
3243	544130	16229305
3244	544278	16228559
3245	544459	16228773
3246	544631	16228734
3247	544779	16227993
3248	544966	16228398
3249	545196	16230072
3250	545392	16230758
3251	545552	16230368
3252	545704	16229703
3253	545883	16229895
3254	546073	16230368
3255	546241	16230229
3256	546403	16229876
3257	546547	16229006
3258	546747	16229790
3259	546920	16229778
3260	547111	16230294
3261	547305	16230904
3262	547496	16231440
3263	547640	16230573
3264	547836	16231233
3265	547993	16230747
3266	548151	16230296
3267	548316	16230038
3268	548469	16229442
3269	548653	16229729
3270	548806	16229130
3271	548985	16229306
3272	549161	16229387
3273	549343	16229620
3274	549487	16228745
3275	549659	16228721
3276	549803	16227836
3277	549962	16227414
3278	550144	16227655
3279	550322	16227812
3280	550494	16227771
3281	550644	16227063
3282	550787	16226172
3283	550943	16225660
3284	551101	16225203
3285	551301	16225971
3286	551498	16226667
3287	551661	16226375
3288	551837	16226426
3289	552011	16226462
3290	552209	16227162
3291	552377	16227009
3292	552563	16227365
3293	552762	16228114
3294	552925	16227806
3295	553087	16227482
3296	553245	16227015
3297	553437	16227564
3298	553607	16227470
3299	553780	16227455
3300	553963	16227734
3301	554137	16227743
3302	554305	16227560
3303	554482	16227675
3304	554636	16227105
3305	554800	16226810
3306	555008	16227820
3307	555159	16227181
3308	555319	16226772
3309	555470	16226108
3310	555637	16225912
3311	555842	16226842
3312	556010	16226665
3313	556201	16227188
3314	556378	16227287
3315	556560	16227539
3316	556741	16227734
3317	556899	16227289
3318	557062	16226973
3319	557259	16227658
3320	557454	16228287
3321	557628	16228288
3322	557805	16228393
3323	557998	16228971
3324	558193	16229585
3325	558375	16229831
3326	558534	16229399
3327	558682	16228661
3328	558882	16229423
3329	559071	16229869
3330	559261	16230333
3331	559412	16229676
3332	559557	16228854
3333	559747	16229307
3334	559938	16229826
3335	560107	16229689
3336	560266	16229263
3337	560430	16228968
3338	560619	16229413
3339	560771	16228796
3340	560939	16228638
3341	561139	16229379
3342	561316	16229480
3343	561487	16229393
3344	561675	16229806
3345	561856	16230036
3346	562015	16229596
3347	562196	16229806
3348	562364	16229634
3349	562509	16228820
3350	562701	16229332
3351	562879	16229468
3352	563070	16229976
3353	563251	16230175
3354	563451	16230942
3355	563606	16230401
3356	563777	16230299
3357	563950	16230281
3358	564134	16230575
3359	564279	16229741
3360	564451	16229690
3361	564659	16230698
3362	564823	16230393
3363	564991	16230243
3364	565192	16231030
3365	565349	16230531
3366	565488	16229531
3367	565667	16229692
3368	565821	16229107
3369	565997	16229188
3370	566190	16229720
3371	566351	16229349
3372	566493	16228451
3373	566692	16229164
3374	566851	16228756
3375	567033	16228988
3376	567216	16229247
3377	567358	16228341
3378	567498	16227377
3379	567691	16227928
3380	567857	16227678
3381	568051	16228255
3382	568271	16229573
3383	568453	16229812
3384	568610	16229350
3385	568781	16229255
3386	568951	16229144
3387	569173	16230520
3388	569336	16230202
3389	569490	16229634
3390	569696	16230544
3391	569876	16230738
3392	570036	16230334
3393	570219	16230599
3394	570403	16230865
3395	570594	16231357
3396	570773	16231521
3397	570953	16231674
3398	571135	16231897
3399	571266	16230694
3400	571464	16231367
3401	571619	16230838
3402	571773	16230264
3403	571951	16230392
3404	572104	16229777
3405	572274	16229689
3406	572418	16228828
3407	572563	16228018
3408	572720	16227532
3409	572931	16228566
3410	573104	16228549
3411	573254	16227887
3412	573439	16228194
3413	573629	16228634
3414	573768	16227645
3415	573942	16227652
3416	574156	16228778
3417	574340	16229071
3418	574504	16228778
3419	574663	16228353
3420	574833	16228254
3421	575031	16228930
3422	575183	16228314
3423	575338	16227775
3424	575499	16227400
3425	575679	16227576
3426	575847	16227415
3427	576005	16226941
3428	576149	16226116
3429	576323	16226123
3430	576489	16225888
3431	576646	16225409
3432	576818	16225344
3433	576972	16224780
3434	577149	16224875
3435	577349	16225618
3436	577541	16226112
3437	577711	16226002
3438	577911	16226733
3439	578072	16226357
3440	578243	16226266
3441	578394	16225616
3442	578543	16224936
3443	578706	16224609
3444	578890	16224898
3445	579106	16226086
3446	579265	16225659
3447	579433	16225475
3448	579624	16225965
3449	579791	16225764
3450	579935	16224928
3451	580098	16224617
3452	580287	16225030
3453	580447	16224638
3454	580619	16224576
3455	580778	16224152
3456	580983	16225006
3457	581128	16224216
3458	581324	16224824
3459	581489	16224575
3460	581629	16223612
3461	581859	16225180
3462	582031	16225118
3463	582207	16225180
3464	582377	16225061
3465	582553	16225099
3466	582741	16225495
3467	582886	16224689
3468	583051	16224416
3469	583229	16224529
3470	583415	16224863
3471	583565	16224183
3472	583725	16223799
3473	583873	16223086
3474	584076	16223893
3475	584251	16223913
3476	584416	16223648
3477	584560	16222809
3478	584733	16222775
3479	584897	16222492
3480	585037	16221555
3481	585218	16221736
3482	585411	16222265
3483	585575	16221986
3484	585727	16221383
3485	585888	16221023
3486	586052	16220742
3487	586223	16220631
3488	586367	16219803
3489	586540	16219776
3490	586715	16219809
3491	586894	16219930
3492	587061	16219746
3493	587271	16220728
3494	587463	16221218
3495	587622	16220802
3496	587788	16220567
3497	587966	16220690
3498	588109	16219823
3499	588270	16219471
3500	588435	16219197
3501	588595	16218810
3502	588754	16218403
3503	588907	16217812
3504	589069	16217472
3505	589258	16217888
3506	589424	16217648
3507	589573	16216968
3508	589754	16217160
3509	589887	16216034
3510	590076	16216417
3511	590270	16216984
3512	590415	16216184
3513	590567	16215572
3514	590734	16215361
3515	590908	16215371
3516	591052	16214547
3517	591217	16214275
3518	591375	16213833
3519	591571	16214424
3520	591746	16214457
3521	591926	16214613
3522	592109	16214863
3523	592272	16214548
3524	592447	16214575
3525	592605	16214141
3526	592771	16213899
3527	592956	16214187
3528	593154	16214841
3529	593369	16215958
3530	593528	16215554
3531	593725	16216156
3532	593891	16215950
3533	594090	16216606
3534	594219	16215387
3535	594382	16215072
3536	594529	16214328
3537	594711	16214547
3538	594872	16214192
3539	595024	16213573
3540	595188	16213300
3541	595360	16213228
3542	595509	16212535
3543	595670	16212175
3544	595851	16212370
3545	596043	16212859
3546	596250	16213739
3547	596407	16213266
3548	596576	16213117
3549	596763	16213472
3550	596910	16212745
3551	597110	16213430
3552	597273	16213121
3553	597450	16213209
3554	597645	16213759
3555	597817	16213701
3556	597986	16213549
3557	598198	16214567
3558	598420	16215856
3559	598612	16216337
3560	598805	16216852
3561	598995	16217282
3562	599157	16216931
3563	599335	16217045
3564	599526	16217497
3565	599691	16217239
3566	599872	16217398
3567	600066	16217951
3568	600215	16217265
3569	600396	16217420
3570	600550	16216891
3571	600726	16216933
3572	600904	16217029
3573	601101	16217618
3574	601249	16216921
3575	601378	16215688
3576	601487	16213936
3577	601652	16213666
3578	601825	16213635
3579	602045	16214867
3580	602203	16214431
3581	602391	16214791
3582	602586	16215345
3583	602798	16216356
3584	602976	16216445
3585	603137	16216086
3586	603312	16216110
3587	603496	16216360
3588	603651	16215840
3589	603814	16215522
3590	603985	16215432
3591	604161	16215481
3592	604347	16215782
3593	604525	16215888
3594	604683	16215452
3595	604889	16216292
3596	605062	16216244
3597	605230	16216085
3598	605394	16215792
3599	605559	16215531
3600	605743	16215781
3601	605957	16216844
3602	606133	16216892
3603	606276	16216032
3604	606502	16217432
3605	606666	16217133
3606	606848	16217340
3607	606980	16216199
3608	607147	16216016
3609	607315	16215839
3610	607489	16215814
3611	607653	16215527
3612	607827	16215508
3613	607996	16215357
3614	608183	16215714
3615	608376	16216188
3616	608534	16215759
3617	608692	16215302
3618	608839	16214588
3619	608994	16214063
3620	609155	16213705
3621	609324	16213561
3622	609490	16213332
3623	609674	16213568
3624	609856	16213765
3625	610044	16214137
3626	610210	16213912
3627	610389	16214005
3628	610534	16213225
3629	610698	16212947
3630	610852	16212405
3631	611021	16212270
3632	611190	16212096
3633	611428	16213796
3634	611590	16213462
3635	611761	16213360
3636	611925	16213091
3637	612085	16212682
3638	612245	16212299
3639	612410	16212060
3640	612552	16211181
3641	612725	16211150
3642	612925	16211822
3643	613096	16211713
3644	613265	16211581
3645	613463	16212187
3646	613613	16211544
3647	613813	16212212
3648	614015	16212930
3649	614181	16212715
3650	614362	16212886
3651	614510	16212170
3652	614621	16210497
3653	614844	16211763
3654	615008	16211476
3655	615219	16212451
3656	615384	16212191
3657	615566	16212384
3658	615762	16212937
3659	615975	16213949
3660	616151	16213996
3661	616342	16214414
3662	616533	16214854
3663	616696	16214535
3664	616855	16214128
3665	617029	16214096
3666	617208	16214210
3667	617354	16213475
3668	617519	16213223
3669	617716	16213800
3670	617952	16215390
3671	618115	16215095
3672	618354	16216768
3673	618549	16217300
3674	618728	16217434
3675	618889	16217070
3676	619053	16216772
3677	619230	16216830
3678	619432	16217559
3679	619615	16217767
3680	619790	16217763
3681	619975	16218042
3682	620163	16218377
3683	620348	16218635
3684	620551	16219390
3685	620760	16220271
3686	620933	16220224
3687	621102	16220079
3688	621292	16220470
3689	621459	16220254
3690	621627	16220089
3691	621781	16219535
3692	621970	16219916
3693	622151	16220073
3694	622353	16220781
3695	622524	16220674
3696	622700	16220699
3697	622904	16221444
3698	623079	16221449
3699	623260	16221609
3700	623417	16221159
3701	623598	16221318
3702	623761	16220990
3703	623935	16220968
3704	624098	16220677
3705	624285	16220989
3706	624461	16221005
3707	624657	16221554
3708	624843	16221832
3709	625005	16221504
3710	625160	16220998
3711	625340	16221107
3712	625509	16220956
3713	625690	16221106
3714	625848	16220668
3715	626041	16221137
3716	626204	16220832
3717	626351	16220119
3718	626498	16219383
3719	626650	16218791
3720	626817	16218583
3721	627010	16219041
3722	627158	16218353
3723	627331	16218314
3724	627484	16217725
3725	627651	16217528
3726	627810	16217130
3727	627947	16216148
3728	628115	16215952
3729	628299	16216203
3730	628492	16216662
3731	628672	16216798
3732	628851	16216897
3733	629007	16216388
3734	629180	16216336
3735	629335	16215828
3736	629502	16215628
3737	629664	16215303
3738	629845	16215454
3739	630015	16215316
3740	630189	16215290
3741	630331	16214446
3742	630497	16214206
3743	630684	16214525
3744	630863	16214630
3745	631044	16214786
3746	631241	16215339
3747	631391	16214707
3748	631571	16214830
3749	631714	16214001
3750	631892	16214092
3751	632050	16213638
3752	632225	16213655
3753	632403	16213715
3754	632554	16213102
3755	632735	16213268
3756	632907	16213170
3757	633081	16213159
3758	633302	16214337
3759	633468	16214104
3760	633656	16214430
3761	633834	16214511
3762	633987	16213936
3763	634184	16214489
3764	634370	16214792
3765	634518	16214074
3766	634698	16214202
3767	634880	16214395
3768	635042	16214046
3769	635216	16214038
3770	635388	16213937
3771	635560	16213866
3772	635711	16213247
3773	635870	16212846
3774	636053	16213057
3775	636223	16212908
3776	636384	16212555
3777	636581	16213111
3778	636792	16214016
3779	636953	16213670
3780	637162	16214523
3781	637349	16214834
3782	637525	16214848
3783	637724	16215455
3784	637947	16216665
3785	638172	16217951
3786	638320	16217260
3787	638478	16216826
3788	638674	16217340
3789	638830	16216860
3790	639035	16217616
3791	639218	16217799
3792	639429	16218721
3793	639596	16218499
3794	639772	16218522
3795	639969	16219075
3796	640128	16218677
3797	640306	16218734
3798	640502	16219262
3799	640676	16219223
3800	640888	16220155
3801	641038	16219516
3802	641196	16219078
3803	641378	16219252
3804	641600	16220433
3805	641765	16220188
3806	641968	16220871
3807	642144	16220881
3808	642303	16220476
3809	642472	16220322
3810	642644	16220240
3811	642794	16219594
3812	642942	16218902
3813	643103	16218556
3814	643268	16218295
3815	643437	16218138
3816	643624	16218415
3817	643800	16218452
3818	643953	16217875
3819	644115	16217541
3820	644256	16216682
3821	644455	16217282
3822	644642	16217563
3823	644827	16217822
3824	645010	16218007
3825	645176	16217779
3826	645329	16217224
3827	645472	16216410
3828	645676	16217130
3829	645854	16217194
3830	646010	16216692
3831	646152	16215858
3832	646328	16215884
3833	646513	16216130
3834	646749	16217651
3835	646886	16216684
3836	647035	16216022
3837	647248	16216967
3838	647422	16216930
3839	647570	16216244
3840	647760	16216614
3841	647949	16216949
3842	648110	16216596
3843	648254	16215816
3844	648450	16216323
3845	648602	16215740
3846	648765	16215425
3847	648940	16215416
3848	649126	16215676
3849	649301	16215668
3850	649491	16216030
3851	649673	16216196
3852	649846	16216132
3853	650027	16216272
3854	650190	16215972
3855	650369	16216052
3856	650523	16215514
3857	650681	16215085
3858	650880	16215682
3859	651046	16215436
3860	651216	16215308
3861	651383	16215103
3862	651586	16215793
3863	651772	16216054
3864	651973	16216682
3865	652145	16216602
3866	652302	16216133
3867	652493	16216524
3868	652652	16216122
3869	652813	16215760
3870	652971	16215323
3871	653160	16215650
3872	653329	16215485
3873	653490	16215145
3874	653708	16216192
3875	653890	16216357
3876	654051	16215996
3877	654232	16216136
3878	654450	16217182
3879	654600	16216536
3880	654760	16216152
3881	654916	16215676
3882	655098	16215845
3883	655256	16215411
3884	655421	16215148
3885	655552	16214039
3886	655727	16214033
3887	655923	16214539
3888	656097	16214500
3889	656315	16215538
3890	656483	16215359
3891	656643	16214978
3892	656810	16214769
3893	656994	16214968
3894	657161	16214771
3895	657318	16214315
3896	657499	16214452
3897	657658	16214030
3898	657803	16213282
3899	657996	16213707
3900	658160	16213420
3901	658335	16213419
3902	658512	16213446
3903	658692	16213559
3904	658867	16213544
3905	659020	16212987
3906	659181	16212634
3907	659357	16212637
3908	659507	16212009
3909	659664	16211538
3910	659819	16211034
3911	659991	16210951
3912	660166	16210953
3913	660388	16212089
3914	660542	16211557
3915	660728	16211804
3916	660906	16211873
3917	661075	16211714
3918	661253	16211760
3919	661443	16212109
3920	661609	16211887
3921	661784	16211865
3922	661948	16211584
3923	662154	16212335
3924	662325	16212205
3925	662469	16211429
3926	662631	16211104
3927	662804	16211042
3928	662978	16210989
3929	663129	16210398
3930	663290	16210038
3931	663450	16209663
3932	663603	16209102
3933	663753	16208482
3934	663943	16208816
3935	664117	16208784
3936	664300	16208968
3937	664451	16208365
3938	664583	16207302
3939	664763	16207399
3940	664963	16208000
3941	665124	16207632
3942	665316	16208047
3943	665450	16207036
3944	665634	16207229
3945	665804	16207089
3946	665960	16206604
3947	666166	16207361
3948	666351	16207577
3949	666510	16207171
3950	666677	16206962
3951	666845	16206771
3952	667011	16206536
3953	667189	16206593
3954	667358	16206428
3955	667565	16207197
3956	667745	16207304
3957	667905	16206910
3958	668067	16206584
3959	668241	16206539
3960	668380	16205661
3961	668525	16204900
3962	668717	16205294
3963	668905	16205605
3964	669060	16205112
3965	669206	16204371
3966	669383	16204413
3967	669531	16203732
3968	669692	16203378
3969	669871	16203457
3970	670030	16203060
3971	670196	16202826
3972	670355	16202418
3973	670542	16202704
3974	670744	16203324
3975	670918	16203290
3976	671081	16202977
3977	671241	16202593
3978	671383	16201785
3979	671550	16201565
3980	671710	16201209
3981	671882	16201119
3982	672064	16201250
3983	672237	16201192
3984	672401	16200899
3985	672580	16200981
3986	672735	16200487
3987	672920	16200723
3988	673072	16200143
3989	673253	16200275
3990	673423	16200136
3991	673599	16200145
3992	673745	16199429
3993	673916	16199316
3994	674088	16199209
3995	674235	16198513
3996	674390	16198016
3997	674543	16197486
3998	674705	16197152
3999	674880	16197121
4000	675027	16196451
4001	675171	16195690
4002	675323	16195105
4003	675511	16195402
4004	675669	16194983
4005	675855	16195217
4006	676004	16194583
4007	676168	16194294
4008	676313	16193556
4009	676480	16193346
4010	676635	16192856
4011	676785	16192234
4012	676964	16192322
4013	677138	16192270
4014	677303	16192034
4015	677469	16191793
4016	677618	16191141
4017	677800	16191293
4018	677985	16191523
4019	678151	16191290
4020	678298	16190592
4021	678466	16190420
4022	678609	16189628
4023	678788	16189720
4024	678928	16188848
4025	679082	16188335
4026	679265	16188514
4027	679420	16188016
4028	679611	16188373
4029	679797	16188621
4030	679962	16188363
4031	680137	16188353
4032	680339	16188964
4033	680535	16189463
4034	680722	16189728
4035	680904	16189875
4036	681058	16189344
4037	681239	16189477
4038	681421	16189635
4039	681574	16189075
4040	681735	16188718
4041	681877	16187927
4042	682045	16187744
4043	682203	16187319
4044	682354	16186735
4045	682555	16187336
4046	682706	16186745
4047	682926	16187776
4048	683084	16187357
4049	683265	16187491
4050	683436	16187364
4051	683644	16188137
4052	683779	16187177
4053	683926	16186491
4054	684118	16186875
4055	684298	16186972
4056	684482	16187167
4057	684645	16186848
4058	684830	16187071
4059	685002	16186982
4060	685174	16186892
4061	685358	16187079
4062	685526	16186898
4063	685701	16186868
4064	685877	16186885
4065	686041	16186586
4066	686226	16186804
4067	686459	16188165
4068	686627	16187984
4069	686819	16188356
4070	687013	16188781
4071	687203	16189108
4072	687403	16189682
4073	687583	16189772
4074	687743	16189398
4075	687929	16189639
4076	688079	16189024
4077	688238	16188621
4078	688426	16188904
4079	688583	16188466
4080	688733	16187852
4081	688885	16187281
4082	689053	16187112
4083	689219	16186878
4084	689420	16187464
4085	689573	16186929
4086	689741	16186722
4087	689911	16186589
4088	690049	16185706
4089	690217	16185514
4090	690393	16185510
4091	690588	16185964
4092	690776	16186252
4093	690993	16187199
4094	691177	16187397
4095	691372	16187836
4096	691527	16187350
4097	691712	16187555
4098	691901	16187867
4099	692058	16187410
4100	692226	16187218
4101	692399	16187159
4102	692588	16187468
4103	692758	16187327
4104	692941	16187474
4105	693112	16187378
4106	693257	16186637
4107	693439	16186785
4108	693641	16187398
4109	693829	16187670
4110	694042	16188534
4111	694268	16189695
4112	694427	16189301
4113	694610	16189465
4114	694800	16189781
4115	694973	16189701
4116	695146	16189626
4117	695350	16190283
4118	695482	16189265
4119	695663	16189366
4120	695880	16190327
4121	696076	16190776
4122	696231	16190286
4123	696397	16190068
4124	696595	16190566
4125	696779	16190748
4126	696971	16191129
4127	697161	16191433
4128	697333	16191354
4129	697545	16192178
4130	697710	16191905
4131	697885	16191891
4132	698045	16191512
4133	698189	16190768
4134	698373	16190940
4135	698528	16190449
4136	698706	16190511
4137	698874	16190306
4138	699036	16189976
4139	699197	16189641
4140	699386	16189936
4141	699530	16189190
4142	699731	16189755
4143	699916	16189954
4144	700097	16190079
4145	700284	16190311
4146	700447	16190015
4147	700611	16189734
4148	700753	16188949
4149	700915	16188617
4150	701093	16188661
4151	701261	16188475
4152	701439	16188509
4153	701587	16187858
4154	701753	16187628
4155	701914	16187266
4156	702059	16186556
4157	702211	16185980
4158	702386	16185955
4159	702533	16185280
4160	702672	16184443
4161	702843	16184313
4162	703013	16184175
4163	703200	16184427
4164	703394	16184832
4165	703573	16184889
4166	703772	16185424
4167	703921	16184784
4168	704078	16184340
4169	704256	16184381
4170	704420	16184107
4171	704569	16183473
4172	704744	16183462
4173	704941	16183927
4174	705131	16184252
4175	705307	16184230
4176	705480	16184154
4177	705691	16184958
4178	705867	16184955
4179	706033	16184717
4180	706218	16184915
4181	706367	16184289
4182	706542	16184258
4183	706726	16184435
4184	706895	16184280
4185	707070	16184252
4186	707239	16184080
4187	707431	16184438
4188	707683	16186180
4189	707817	16185206
4190	708000	16185354
4191	708190	16185670
4192	708349	16185277
4193	708500	16184700
4194	708693	16185082
4195	708841	16184422
4196	708999	16183998
4197	709152	16183485
4198	709328	16183464
4199	709493	16183200
4200	709655	16182888
4201	709877	16183919
4202	710040	16183617
4203	710197	16183166
4204	710347	16182576
4205	710547	16183125
4206	710700	16182586
4207	710873	16182502
4208	711023	16181900
4209	711170	16181239
4210	711340	16181086
4211	711500	16180729
4212	711699	16181235
4213	711870	16181120
4214	712038	16180923
4215	712297	16182810
4216	712465	16182621
4217	712623	16182197
4218	712796	16182117
4219	712999	16182713
4220	713215	16183618
4221	713391	16183617
4222	713579	16183880
4223	713724	16183153
4224	713929	16183802
4225	714104	16183776
4226	714263	16183384
4227	714431	16183183
4228	714635	16183805
4229	714840	16184461
4230	715024	16184633
4231	715136	16183171
4232	715294	16182753
4233	715505	16183544
4234	715677	16183436
4235	715822	16182722
4236	715976	16182210
4237	716122	16181521
4238	716337	16182393
4239	716484	16181724
4240	716683	16182247
4241	716886	16182840
4242	717060	16182792
4243	717244	16182956
4244	717436	16183310
4245	717583	16182645
4246	717724	16181832
4247	717869	16181137
4248	718088	16182090
4249	718256	16181900
4250	718443	16182126
4251	718658	16183003
4252	718819	16182653
4253	718976	16182201
4254	719150	16182160
4255	719300	16181566
4256	719458	16181132
4257	719613	16180654
4258	719759	16179967
4259	719909	16179365
4260	720092	16179528
4261	720268	16179511
4262	720422	16179002
4263	720570	16178372
4264	720762	16178703
4265	720936	16178657
4266	721121	16178843
4267	721267	16178152
4268	721470	16178748
4269	721642	16178643
4270	721825	16178805
4271	721999	16178734
4272	722193	16179117
4273	722356	16178815
4274	722520	16178553
4275	722702	16178657
4276	722846	16177943
4277	723032	16178143
4278	723194	16177828
4279	723374	16177906
4280	723568	16178287
4281	723748	16178364
4282	723940	16178718
4283	724124	16178880
4284	724306	16178992
4285	724527	16179978
4286	724713	16180204
4287	724892	16180260
4288	725096	16180852
4289	725323	16181991
4290	725502	16182040
4291	725730	16183185
4292	725883	16182649
4293	726046	16182356
4294	726243	16182802
4295	726419	16182776
4296	726608	16183069
4297	726791	16183202
4298	726973	16183327
4299	727172	16183808
4300	727320	16183183
4301	727471	16182615
4302	727610	16181773
4303	727778	16181576
4304	727952	16181515
4305	728118	16181286
4306	728271	16180754
4307	728440	16180567
4308	728597	16180142
4309	728755	16179715
4310	728913	16179299
4311	729077	16179019
4312	729237	16178653
4313	729412	16178627
4314	729595	16178762
4315	729751	16178309
4316	729951	16178809
4317	730132	16178917
4318	730311	16178971
4319	730507	16179398
4320	730654	16178723
4321	730831	16178735
4322	730998	16178515
4323	731169	16178399
4324	731361	16178737
4325	731577	16179592
4326	731801	16180651
4327	732041	16182049
4328	732206	16181773
4329	732345	16180944
4330	732510	16180680
4331	732681	16180551
4332	732848	16180341
4333	733048	16180861
4334	733230	16180969
4335	733416	16181178
4336	733643	16182270
4337	733829	16182473
4338	734014	16182655
4339	734187	16182585
4340	734339	16182032
4341	734503	16181737
4342	734659	16181283
4343	734829	16181131
4344	734990	16180785
4345	735182	16181115
4346	735343	16180761
4347	735498	16180300
4348	735708	16181019
4349	735882	16180951
4350	736066	16181111
4351	736240	16181045
4352	736414	16180987
4353	736580	16180753
4354	736750	16180588
4355	736956	16181236
4356	737100	16180518
4357	737270	16180373
4358	737440	16180205
4359	737626	16180412
4360	737789	16180114
4361	737939	16179514
4362	738143	16180101
4363	738291	16179477
4364	738448	16179050
4365	738612	16178749
4366	738763	16178188
4367	738959	16178621
4368	739109	16178025
4369	739267	16177604
4370	739441	16177536
4371	739607	16177297
4372	739758	16176736
4373	739920	16176414
4374	740068	16175786
4375	740249	16175867
4376	740425	16175856
4377	740624	16176336
4378	740785	16175995
4379	740948	16175689
4380	741145	16176124
4381	741343	16176579
4382	741533	16176874
4383	741692	16176466
4384	741849	16176041
4385	742045	16176454
4386	742201	16175998
4387	742410	16176702
4388	742581	16176567
4389	742765	16176711
4390	742953	16176960
4391	743166	16177747
4392	743367	16178273
4393	743513	16177598
4394	743684	16177472
4395	743839	16176983
4396	744009	16176829
4397	744204	16177227
4398	744361	16176786
4399	744566	16177403
4400	744734	16177196
4401	744917	16177340
4402	745096	16177377
4403	745257	16177027
4404	745434	16177037
4405	745615	16177106
4406	745849	16178350
4407	746003	16177845
4408	746190	16178066
4409	746343	16177543
4410	746513	16177403
4411	746714	16177921
4412	746885	16177790
4413	747091	16178398
4414	747283	16178738
4415	747430	16178079
4416	747585	16177602
4417	747754	16177425
4418	747915	16177074
4419	748058	16176331
4420	748241	16176466
4421	748419	16176485
4422	748586	16176277
4423	748744	16175853
4424	748925	16175940
4425	749111	16176128
4426	749285	16176059
4427	749451	16175828
4428	749606	16175364
4429	749760	16174866
4430	749957	16175274
4431	750104	16174645
4432	750266	16174305
4433	750435	16174130
4434	750613	16174150
4435	750788	16174113
4436	750949	16173769
4437	751176	16174839
4438	751383	16175482
4439	751565	16175575
4440	751750	16175743
4441	751940	16176021
4442	752110	16175883
4443	752267	16175443
4444	752413	16174780
4445	752565	16174235
4446	752730	16173977
4447	752922	16174286
4448	753090	16174093
4449	753294	16174677
4450	753454	16174299
4451	753615	16173958
4452	753785	16173809
4453	753941	16173354
4454	754110	16173171
4455	754274	16172886
4456	754446	16172775
4457	754620	16172706
4458	754794	16172644
4459	754958	16172364
4460	755140	16172460
4461	755385	16173907
4462	755589	16174496
4463	755786	16174908
4464	755920	16173992
4465	756064	16173283
4466	756227	16172968
4467	756422	16173359
4468	756566	16172640
4469	756716	16172058
4470	756905	16172309
4471	757086	16172404
4472	757252	16172157
4473	757397	16171465
4474	757546	16170865
4475	757734	16171095
4476	757891	16170662
4477	758035	16169956
4478	758206	16169829
4479	758339	16168885
4480	758519	16168931
4481	758678	16168552
4482	758847	16168384
4483	759007	16168017
4484	759197	16168276
4485	759398	16168782
4486	759579	16168869
4487	759726	16168221
4488	759903	16168224
4489	760065	16167901
4490	760243	16167906
4491	760448	16168492
4492	760634	16168695
4493	760849	16169501
4494	761002	16168969
4495	761148	16168303
4496	761296	16167690
4497	761519	16168651
4498	761701	16168766
4499	761901	16169243
4500	762093	16169557
4501	762250	16169134
4502	762470	16170040
4503	762705	16171261
4504	762890	16171411
4505	763083	16171739
4506	763258	16171704
4507	763443	16171855
4508	763622	16171903
4509	763785	16171585
4510	763958	16171503
4511	764162	16172064
4512	764334	16171958
4513	764529	16172315
4514	764711	16172423
4515	764865	16171928
4516	765056	16172215
4517	765215	16171828
4518	765385	16171672
4519	765564	16171704
4520	765743	16171737
4521	765938	16172105
4522	766143	16172696
4523	766335	16173006
4524	766520	16173156
4525	766700	16173215
4526	766897	16173617
4527	767095	16174058
4528	767294	16174516
4529	767457	16174213
4530	767623	16173963
4531	767781	16173566
4532	767956	16173502
4533	768143	16173706
4534	768314	16173567
4535	768495	16173641
4536	768701	16174245
4537	768890	16174481
4538	769040	16173911
4539	769200	16173541
4540	769365	16173272
4541	769546	16173351
4542	769715	16173175
4543	769893	16173190
4544	770079	16173358
4545	770271	16173664
4546	770420	16173066
4547	770590	16172910
4548	770767	16172907
4549	770946	16172932
4550	771117	16172806
4551	771289	16172675
4552	771435	16172020
4553	771615	16172065
4554	771769	16171588
4555	771944	16171526
4556	772156	16172237
4557	772314	16171845
4558	772494	16171888
4559	772664	16171732
4560	772841	16171720
4561	773009	16171517
4562	773158	16170930
4563	773326	16170726
4564	773501	16170669
4565	773661	16170301
4566	773810	16169710
4567	773955	16169027
4568	774135	16169085
4569	774327	16169385
4570	774493	16169139
4571	774673	16169188
4572	774851	16169202
4573	775010	16168822
4574	775181	16168671
4575	775368	16168869
4576	775553	16169030
4577	775718	16168760
4578	775894	16168726
4579	776092	16169165
4580	776301	16169819
4581	776442	16169043
4582	776598	16168591
4583	776790	16168898
4584	776969	16168930
4585	777152	16169039
4586	777300	16168418
4587	777461	16168071
4588	777626	16167817
4589	777800	16167749
4590	777945	16167076
4591	778119	16166985
4592	778287	16166787
4593	778454	16166577
4594	778601	16165930
4595	778758	16165505
4596	778917	16165119
4597	779086	16164942
4598	779258	16164837
4599	779479	16165716
4600	779668	16165960
4601	779822	16165467
4602	780004	16165563
4603	780181	16165557
4604	780326	16164866
4605	780472	16164221
4606	780676	16164764
4607	780833	16164329
4608	780992	16163943
4609	781227	16165133
4610	781417	16165384
4611	781568	16164847
4612	781729	16164490
4613	781893	16164221
4614	782047	16163727
4615	782239	16164019
4616	782409	16163860
4617	782591	16163964
4618	782767	16163915
4619	782949	16164004
4620	783109	16163652
4621	783250	16162896
4622	783404	16162404
4623	783547	16161676
4624	783704	16161250
4625	783882	16161269
4626	784070	16161482
4627	784273	16161996
4628	784424	16161446
4629	784572	16160838
4630	784749	16160814
4631	784929	16160872
4632	785076	16160237
4633	785232	16159792
